player1,player2,wins1,wins2,dateYear,dateMonth,dateDay
FunkDoctor,B-Twist,1,0,2016,7,28
EVL | Chompsky,MannyMaurauder,1,0,2016,7,28
Novennial,Edgey Meowth,0,1,2016,7,28
Kurt Cobain,Vegas,1,0,2016,7,28
Mr. Anderson,Lloyd44,1,0,2016,7,28
vari,Sinister Kid,1,0,2016,7,28
SnooSnoo,Gator,1,0,2016,7,28
syko,Infectionz,1,0,2016,7,28
busta,KitKat,1,0,2016,7,28
Ham,phazon,1,0,2016,7,28
Tgrass,Plant,0,1,2016,7,28
Wild,Nonk,1,0,2016,7,28
Fliinchy,danimals,1,0,2016,7,28
Paradox,falchion,0,1,2016,7,28
Nerd,KITCATSKI,1,0,2016,7,28
Skipper,Skittles,1,0,2016,7,28
Animal,core,1,0,2016,7,28
Ozai,Pig,0,1,2016,7,28
Lefty,Polar,1,0,2016,7,28
SLURP | Venti,SB,1,0,2016,7,28
Kaeon,Scientific,1,0,2016,7,28
FunkDoctor,EVL | Chompsky,1,0,2016,7,28
SBT | Just Jason,Edgey Meowth,1,0,2016,7,28
Kurt Cobain,Mr. Anderson,0,1,2016,7,28
Minty,vari,1,0,2016,7,28
SnooSnoo,syko,1,0,2016,7,28
JKJ,busta,1,0,2016,7,28
Barbados,Ham,1,0,2016,7,28
Codi,Plant,1,0,2016,7,28
Wild,Fliinchy,0,1,2016,7,28
Darktooth,falchion,1,0,2016,7,28
Nerd,Skipper,1,0,2016,7,28
Animal,Pig,1,0,2016,7,28
Lefty,SLURP | Venti,1,0,2016,7,28
Kaeon,FunkDoctor,1,0,2016,7,28
SBT | Just Jason,Mr. Anderson,1,0,2016,7,28
Minty,SnooSnoo,1,0,2016,7,28
JKJ,Barbados,1,0,2016,7,28
Codi,Fliinchy,1,0,2016,7,28
Darktooth,Nerd,1,0,2016,7,28
Animal,Lefty,1,0,2016,7,28
Kaeon,SBT | Just Jason,0,1,2016,7,28
Minty,JKJ,1,0,2016,7,28
Codi,Darktooth,1,0,2016,7,28
Animal,SBT | Just Jason,0,1,2016,7,28
Minty,Codi,0,1,2016,7,28
SBT | Just Jason,Codi,1,0,2016,7,28
VeggieTalesDelux,m88,0,1,2016,7,28
B-Twist,MannyMaurauder,0,1,2016,7,28
Vegas,Lloyd44,1,0,2016,7,28
Gator,Infectionz,0,1,2016,7,28
Nonk,danimals,0,1,2016,7,28
KITCATSKI,Skittles,1,0,2016,7,28
Skipper,Jaaj,1,0,2016,7,28
falchion,m88,0,1,2016,7,28
Wild,holywood,1,0,2016,7,28
Plant,hg34,1,0,2016,7,28
Ham,perfect hell,0,1,2016,7,28
busta,MannyMaurauder,0,1,2016,7,28
syko,Novennial,1,0,2016,7,28
vari,Vegas,1,0,2016,7,28
Kurt Cobain,Sinister Kid,1,0,2016,7,28
Edgey Meowth,Infectionz,1,0,2016,7,28
EVL | Chompsky,KitKat,1,0,2016,7,28
Scientific,phazon,1,0,2016,7,28
SB,Tgrass,1,0,2016,7,28
Polar,danimals,1,0,2016,7,28
Ozai,Paradox,1,0,2016,7,28
core,KITCATSKI,1,0,2016,7,28
Skipper,m88,1,0,2016,7,28
Wild,Plant,1,0,2016,7,28
perfect hell,MannyMaurauder,1,0,2016,7,28
syko,vari,1,0,2016,7,28
Kurt Cobain,Edgey Meowth,1,0,2016,7,28
EVL | Chompsky,Scientific,1,0,2016,7,28
SB,Polar,0,1,2016,7,28
Ozai,core,1,0,2016,7,28
Mr. Anderson,Skipper,0,1,2016,7,28
FunkDoctor,Wild,0,1,2016,7,28
SLURP | Venti,perfect hell,1,0,2016,7,28
Pig,syko,0,1,2016,7,28
Nerd,Kurt Cobain,1,0,2016,7,28
Fliinchy,EVL | Chompsky,0,1,2016,7,28
Barbados,Polar,1,0,2016,7,28
SnooSnoo,Ozai,0,1,2016,7,28
Skipper,Wild,1,0,2016,7,28
SLURP | Venti,syko,1,0,2016,7,28
Nerd,EVL | Chompsky,0,1,2016,7,28
Barbados,Ozai,0,1,2016,7,28
JKJ,Skipper,1,0,2016,7,28
Darktooth,SLURP | Venti,1,0,2016,7,28
Lefty,EVL | Chompsky,1,0,2016,7,28
Kaeon,Ozai,1,0,2016,7,28
JKJ,Darktooth,1,0,2016,7,28
Lefty,Kaeon,0,1,2016,7,28
Animal,JKJ,1,0,2016,7,28
Minty,Kaeon,0,1,2016,7,28
Animal,Kaeon,1,0,2016,7,28
Codi,Animal,0,1,2016,7,28
SBT | Just Jason,Animal,0,1,2016,7,28
Animal,SBT | Just Jason,0,1,2016,7,28
Ozai,Tyler Swift,1,0,2016,7,31
JKJ,Toxicavenger,1,0,2016,7,31
9000,Tgrass,1,0,2016,7,31
Codi,ATK Fox,1,0,2016,7,31
Wild,Scientific,1,0,2016,7,31
Beerman,Bruck,1,0,2016,7,31
Nerd,Argo,1,0,2016,7,31
Minty,ShockJump,1,0,2016,7,31
Skipper,Ferret,1,0,2016,7,31
NYJoey,Paradox,1,0,2016,7,31
Coinchaser,Polar,1,0,2016,7,31
G$,Peak,1,0,2016,7,31
H!ggins,Ham,1,0,2016,7,31
Kaeon,Jaaj,1,0,2016,7,31
47,Storm,1,0,2016,7,31
Animal,Ozai,1,0,2016,7,31
JKJ,9000,1,0,2016,7,31
Codi,Wild,1,0,2016,7,31
Beerman,Nerd,1,0,2016,7,31
Minty,Skipper,1,0,2016,7,31
NYJoey,Coinchaser,1,0,2016,7,31
G$,H!ggins,1,0,2016,7,31
Kaeon,47,1,0,2016,7,31
Animal,JKJ,1,0,2016,7,31
Codi,Beerman,0,1,2016,7,31
Minty,NYJoey,1,0,2016,7,31
G$,Kaeon,1,0,2016,7,31
Animal,Beerman,0,1,2016,7,31
Minty,G$,1,0,2016,7,31
Beerman,Minty,0,1,2016,7,31
Toxicavenger,Tgrass,1,0,2016,7,31
ATK Fox,Scientific,1,0,2016,7,31
Bruck,Argo,0,1,2016,7,31
ShockJump,Ferret,0,1,2016,7,31
Paradox,Polar,0,1,2016,7,31
Peak,Ham,0,1,2016,7,31
Jaaj,Storm,0,1,2016,7,31
47,Tyler Swift,1,0,2016,7,31
H!ggins,Toxicavenger,1,0,2016,7,31
Coinchaser,ATK Fox,1,0,2016,7,31
Skipper,Argo,1,0,2016,7,31
Nerd,Ferret,1,0,2016,7,31
Wild,Polar,1,0,2016,7,31
9000,Ham,1,0,2016,7,31
Ozai,Storm,1,0,2016,7,31
47,H!ggins,0,1,2016,7,31
Coinchaser,Skipper,0,1,2016,7,31
Nerd,Wild,1,0,2016,7,31
9000,Ozai,0,1,2016,7,31
Codi,H!ggins,1,0,2016,7,31
JKJ,Skipper,1,0,2016,7,31
Kaeon,Nerd,1,0,2016,7,31
NYJoey,Ozai,1,0,2016,7,31
Codi,JKJ,1,0,2016,7,31
Kaeon,NYJoey,0,1,2016,7,31
G$,Codi,1,0,2016,7,31
Animal,NYJoey,0,1,2016,7,31
G$,NYJoey,1,0,2016,7,31
Beerman,G$,1,0,2016,7,31
Minty,Beerman,1,0,2016,7,31
MannyMaurauder,Wonder,0,1,2016,8,4
Paradox,Wind,1,0,2016,8,4
Jaaj,Verdict,1,0,2016,8,4
Bess,holywood,1,0,2016,8,4
Bruck,Queen,1,0,2016,8,4
JacD,Uhaul,0,1,2016,8,4
Animal,Wonder,1,0,2016,8,4
Mr. Anderson,JediMasterKush,0,1,2016,8,4
Coinchaser,KitKat,1,0,2016,8,4
SnooSnoo,Scientific,1,0,2016,8,4
Codi,Paradox,1,0,2016,8,4
Wild,Walz,0,1,2016,8,4
JKJ,Jaaj,1,0,2016,8,4
Ozai,Ferret,1,0,2016,8,4
Minty,Bess,1,0,2016,8,4
Skipper,K8a,1,0,2016,8,4
Lefty,nik,1,0,2016,8,4
FunkDoctor,vari,0,1,2016,8,4
Darktooth,Bruck,1,0,2016,8,4
syko,Fliinchy,0,1,2016,8,4
Kaeon,Uhaul,1,0,2016,8,4
47,SB,1,0,2016,8,4
Animal,JediMasterKush,1,0,2016,8,4
Coinchaser,SnooSnoo,1,0,2016,8,4
Codi,Walz,1,0,2016,8,4
JKJ,Ozai,1,0,2016,8,4
Minty,Skipper,1,0,2016,8,4
Lefty,vari,1,0,2016,8,4
Darktooth,Fliinchy,1,0,2016,8,4
Kaeon,47,1,0,2016,8,4
Animal,Coinchaser,1,0,2016,8,4
Codi,JKJ,1,0,2016,8,4
Minty,Lefty,1,0,2016,8,4
Darktooth,Kaeon,0,1,2016,8,4
Animal,Codi,1,0,2016,8,4
Minty,Kaeon,1,0,2016,8,4
Animal,Minty,1,0,2016,8,4
SB,MannyMaurauder,0,1,2016,8,4
FunkDoctor,Wind,1,0,2016,8,4
K8a,Verdict,1,0,2016,8,4
Ferret,holywood,1,0,2016,8,4
Scientific,Queen,1,0,2016,8,4
Mr. Anderson,JacD,1,0,2016,8,4
Uhaul,MannyMaurauder,1,0,2016,8,4
syko,Bruck,1,0,2016,8,4
nik,FunkDoctor,0,1,2016,8,4
Bess,K8a,0,1,2016,8,4
Jaaj,Ferret,0,1,2016,8,4
Wild,Paradox,1,0,2016,8,4
KitKat,Scientific,0,1,2016,8,4
Wonder,Mr. Anderson,0,1,2016,8,4
Ozai,Uhaul,0,1,2016,8,4
Walz,syko,1,0,2016,8,4
SnooSnoo,FunkDoctor,0,1,2016,8,4
JediMasterKush,K8a,0,1,2016,8,4
47,Ferret,1,0,2016,8,4
Fliinchy,Wild,0,1,2016,8,4
vari,Scientific,1,0,2016,8,4
Skipper,Mr. Anderson,0,1,2016,8,4
Uhaul,Walz,0,1,2016,8,4
FunkDoctor,K8a,1,0,2016,8,4
47,Wild,0,1,2016,8,4
vari,Mr. Anderson,0,1,2016,8,4
Lefty,Walz,0,1,2016,8,4
Darktooth,FunkDoctor,1,0,2016,8,4
Coinchaser,Wild,1,0,2016,8,4
JKJ,Mr. Anderson,1,0,2016,8,4
Walz,Darktooth,0,1,2016,8,4
Coinchaser,JKJ,0,1,2016,8,4
Codi,Darktooth,0,1,2016,8,4
Kaeon,JKJ,1,0,2016,8,4
Darktooth,Kaeon,1,0,2016,8,4
Minty,Darktooth,1,0,2016,8,4
Animal,Minty,1,0,2016,8,4
Mr. Anderson,Scientific,1,0,2016,8,7
Tek9,Malt,1,0,2016,8,7
Wild,Maid,1,0,2016,8,7
Ferret,KitKat,1,0,2016,8,7
SnooSnoo,Tome,1,0,2016,8,7
Uhaul,ATK Fox,0,1,2016,8,7
47,L_Pag,1,0,2016,8,7
Volvulous,cyborg,1,0,2016,8,7
Pig,Birdthulu,1,0,2016,8,7
Bubbles,seranade,1,0,2016,8,7
Minty,Mr. Anderson,1,0,2016,8,7
Tek9,Wild,1,0,2016,8,7
Kaeon,Ferret,1,0,2016,8,7
JKJ,SnooSnoo,1,0,2016,8,7
G$,ATK Fox,1,0,2016,8,7
47,Volvulous,1,0,2016,8,7
Subtle,Pig,1,0,2016,8,7
Nerd,Bubbles,1,0,2016,8,7
Minty,Tek9,1,0,2016,8,7
Kaeon,JKJ,1,0,2016,8,7
G$,47,1,0,2016,8,7
Subtle,Nerd,1,0,2016,8,7
Minty,Kaeon,1,0,2016,8,7
G$,Subtle,0,1,2016,8,7
Minty,Subtle,1,0,2016,8,7
Malt,Maid,1,0,2016,8,7
L_Pag,cyborg,1,0,2016,8,7
Bubbles,Scientific,1,0,2016,8,7
Pig,Malt,1,0,2016,8,7
Volvulous,KitKat,1,0,2016,8,7
ATK Fox,Tome,0,1,2016,8,7
SnooSnoo,Uhaul,0,1,2016,8,7
Ferret,L_Pag,0,1,2016,8,7
Wild,Birdthulu,1,0,2016,8,7
Mr. Anderson,seranade,1,0,2016,8,7
Bubbles,Pig,1,0,2016,8,7
Volvulous,Tome,1,0,2016,8,7
Uhaul,L_Pag,1,0,2016,8,7
Wild,Mr. Anderson,1,0,2016,8,7
JKJ,Bubbles,1,0,2016,8,7
Tek9,Volvulous,1,0,2016,8,7
Nerd,Uhaul,1,0,2016,8,7
47,Wild,0,1,2016,8,7
JKJ,Tek9,1,0,2016,8,7
Nerd,Wild,0,1,2016,8,7
G$,JKJ,1,0,2016,8,7
Kaeon,Wild,1,0,2016,8,7
G$,Kaeon,1,0,2016,8,7
Subtle,G$,0,1,2016,8,7
Minty,G$,1,0,2016,8,7
Hardcore Cheese 5,Tom,0,1,2016,8,11
Skittles,Argo,0,1,2016,8,11
Peak,weeb,1,0,2016,8,11
ABC | Eddie G,KPO,0,1,2016,8,11
Troy,Deku Lamp,1,0,2016,8,11
Paradox,KITCATSKI,1,0,2016,8,11
Kim,Dead,1,0,2016,8,11
Player 64,chron,0,1,2016,8,11
Animal,Tom,1,0,2016,8,11
Wonder,SB,0,1,2016,8,11
Skipper,Argo,0,1,2016,8,11
Walz,Evan,1,0,2016,8,11
Bubbaking,Peak,1,0,2016,8,11
vari,KitKat,1,0,2016,8,11
FunkDoctor,KPO,1,0,2016,8,11
Uhaul,artist,1,0,2016,8,11
Codi,Troy,1,0,2016,8,11
Ferret,BGT!,0,1,2016,8,11
Bubbles,Paradox,1,0,2016,8,11
Mr. Anderson,Jaaj,1,0,2016,8,11
Coinchaser,Kim,1,0,2016,8,11
Scientific,Tgrass,1,0,2016,8,11
Fliinchy,chron,1,0,2016,8,11
K8a,Impervi0us,1,0,2016,8,11
Animal,SB,1,0,2016,8,11
Argo,Walz,0,1,2016,8,11
Bubbaking,vari,1,0,2016,8,11
FunkDoctor,Uhaul,1,0,2016,8,11
Codi,BGT!,1,0,2016,8,11
Bubbles,Mr. Anderson,1,0,2016,8,11
Coinchaser,Scientific,1,0,2016,8,11
Fliinchy,K8a,0,1,2016,8,11
Animal,Walz,1,0,2016,8,11
Bubbaking,FunkDoctor,0,1,2016,8,11
Codi,Bubbles,1,0,2016,8,11
Coinchaser,K8a,1,0,2016,8,11
Animal,FunkDoctor,1,0,2016,8,11
Codi,Coinchaser,1,0,2016,8,11
Animal,Codi,1,0,2016,8,11
Impervi0us,Hardcore Cheese 5,1,0,2016,8,11
Tgrass,Skittles,1,0,2016,8,11
Jaaj,weeb,1,0,2016,8,11
Ferret,ABC | Eddie G,1,0,2016,8,11
artist,Deku Lamp,1,0,2016,8,11
KitKat,KITCATSKI,0,1,2016,8,11
Evan,Dead,1,0,2016,8,11
Wonder,Player 64,1,0,2016,8,11
chron,Impervi0us,1,0,2016,8,11
Kim,Tgrass,0,1,2016,8,11
Paradox,Jaaj,1,0,2016,8,11
Troy,Ferret,0,1,2016,8,11
KPO,artist,0,1,2016,8,11
Peak,KITCATSKI,0,1,2016,8,11
Skipper,Evan,1,0,2016,8,11
Tom,Wonder,0,1,2016,8,11
Uhaul,chron,1,0,2016,8,11
vari,Tgrass,1,0,2016,8,11
Argo,Paradox,0,1,2016,8,11
SB,Ferret,1,0,2016,8,11
Fliinchy,artist,1,0,2016,8,11
Scientific,KITCATSKI,1,0,2016,8,11
Mr. Anderson,Skipper,0,1,2016,8,11
BGT!,Wonder,1,0,2016,8,11
Uhaul,vari,1,0,2016,8,11
Paradox,SB,0,1,2016,8,11
Fliinchy,Scientific,1,0,2016,8,11
Skipper,BGT!,0,1,2016,8,11
Bubbles,Uhaul,1,0,2016,8,11
K8a,SB,1,0,2016,8,11
Walz,Fliinchy,0,1,2016,8,11
Bubbaking,BGT!,1,0,2016,8,11
Bubbles,K8a,1,0,2016,8,11
Fliinchy,Bubbaking,0,1,2016,8,11
FunkDoctor,Bubbles,1,0,2016,8,11
Coinchaser,Bubbaking,0,1,2016,8,11
FunkDoctor,Bubbaking,0,1,2016,8,11
Codi,Bubbaking,1,0,2016,8,11
Animal,Codi,1,0,2016,8,11
Walz,Scientific,1,0,2016,8,14
Nerd,Omar,1,0,2016,8,14
EVL | Chompsky,Jaaj,1,0,2016,8,14
K8a,Tgrass,1,0,2016,8,14
Pvt. O'Malley,Storm,1,0,2016,8,14
Face,KitKat,1,0,2016,8,14
Beerman,Walz,1,0,2016,8,14
Nerd,EVL | Chompsky,1,0,2016,8,14
Knut,K8a,1,0,2016,8,14
Pvt. O'Malley,Face,1,0,2016,8,14
Beerman,Nerd,1,0,2016,8,14
Knut,Pvt. O'Malley,0,1,2016,8,14
Beerman,Pvt. O'Malley,1,0,2016,8,14
Omar,Jaaj,0,1,2016,8,14
Storm,KitKat,1,0,2016,8,14
Face,Scientific,1,0,2016,8,14
K8a,Jaaj,1,0,2016,8,14
EVL | Chompsky,Tgrass,1,0,2016,8,14
Walz,Storm,1,0,2016,8,14
Face,K8a,1,0,2016,8,14
EVL | Chompsky,Walz,0,1,2016,8,14
Nerd,Face,0,1,2016,8,14
Knut,Walz,1,0,2016,8,14
Face,Knut,0,1,2016,8,14
Pvt. O'Malley,Knut,0,1,2016,8,14
Beerman,Knut,1,0,2016,8,14
KPO,Malt,0,1,2016,8,18
Ferret,hahn,1,0,2016,8,18
SB,Kurigoat,1,0,2016,8,18
Tgrass,Groovy,1,0,2016,8,18
Polar,Angel,1,0,2016,8,18
JTS,Juice,0,1,2016,8,18
Kuba,Ed9,1,0,2016,8,18
Argo,loon,1,0,2016,8,18
artist,danimals,1,0,2016,8,18
Kermit,Jaaj,0,1,2016,8,18
Uhaul,Favid,1,0,2016,8,18
Omar,c4burger,1,0,2016,8,18
Fla$h,iix him xii,1,0,2016,8,18
Jan,Troy,0,1,2016,8,18
core,Lloyd44,1,0,2016,8,18
Player 64,KitKat,1,0,2016,8,18
Impervi0us,Zeal,0,1,2016,8,18
Darktooth,Malt,1,0,2016,8,18
Ferret,SB,0,1,2016,8,18
Ozai,Tgrass,1,0,2016,8,18
SnooSnoo,Polar,1,0,2016,8,18
Lefty,Juice,1,0,2016,8,18
Skipper,Kuba,1,0,2016,8,18
Wild,Argo,1,0,2016,8,18
Shwa$,artist,1,0,2016,8,18
Kaeon,Jaaj,1,0,2016,8,18
Walz,Uhaul,1,0,2016,8,18
Nu,Omar,1,0,2016,8,18
Fliinchy,Fla$h,1,0,2016,8,18
JKJ,Troy,1,0,2016,8,18
Scientific,core,0,1,2016,8,18
Face,Player 64,1,0,2016,8,18
K8a,Zeal,1,0,2016,8,18
Darktooth,SB,1,0,2016,8,18
Ozai,SnooSnoo,0,1,2016,8,18
Lefty,Skipper,1,0,2016,8,18
Wild,Shwa$,0,1,2016,8,18
Kaeon,Walz,1,0,2016,8,18
Nu,Fliinchy,1,0,2016,8,18
JKJ,core,1,0,2016,8,18
Face,K8a,1,0,2016,8,18
Darktooth,SnooSnoo,1,0,2016,8,18
Lefty,Shwa$,1,0,2016,8,18
Kaeon,Nu,1,0,2016,8,18
JKJ,Face,1,0,2016,8,18
Darktooth,Lefty,0,1,2016,8,18
Kaeon,JKJ,0,1,2016,8,18
Lefty,JKJ,0,1,2016,8,18
hahn,Kurigoat,1,0,2016,8,18
Zeal,KPO,1,0,2016,8,18
Player 64,hahn,0,1,2016,8,18
Scientific,Groovy,1,0,2016,8,18
Troy,Angel,1,0,2016,8,18
Fla$h,JTS,1,0,2016,8,18
Omar,Ed9,1,0,2016,8,18
Uhaul,loon,1,0,2016,8,18
Jaaj,danimals,1,0,2016,8,18
artist,Kermit,1,0,2016,8,18
Argo,Favid,1,0,2016,8,18
Kuba,c4burger,1,0,2016,8,18
Juice,iix him xii,0,1,2016,8,18
Polar,Jan,1,0,2016,8,18
Tgrass,Lloyd44,0,1,2016,8,18
Ferret,KitKat,1,0,2016,8,18
Malt,Impervi0us,1,0,2016,8,18
Zeal,hahn,1,0,2016,8,18
Scientific,Troy,1,0,2016,8,18
Fla$h,Omar,1,0,2016,8,18
Uhaul,Jaaj,1,0,2016,8,18
artist,Argo,1,0,2016,8,18
Kuba,iix him xii,1,0,2016,8,18
Polar,Lloyd44,1,0,2016,8,18
Ferret,Malt,1,0,2016,8,18
Wild,Zeal,1,0,2016,8,18
Skipper,Scientific,1,0,2016,8,18
Ozai,Fla$h,1,0,2016,8,18
SB,Uhaul,0,1,2016,8,18
K8a,artist,1,0,2016,8,18
core,Kuba,0,1,2016,8,18
Fliinchy,Polar,0,1,2016,8,18
Walz,Ferret,1,0,2016,8,18
Wild,Skipper,0,1,2016,8,18
Ozai,Uhaul,0,1,2016,8,18
K8a,Kuba,1,0,2016,8,18
Polar,Walz,0,1,2016,8,18
Nu,Skipper,1,0,2016,8,18
Face,Uhaul,1,0,2016,8,18
SnooSnoo,K8a,1,0,2016,8,18
Shwa$,Walz,0,1,2016,8,18
Nu,Face,0,1,2016,8,18
SnooSnoo,Walz,0,1,2016,8,18
Darktooth,Face,1,0,2016,8,18
Kaeon,Walz,1,0,2016,8,18
Darktooth,Kaeon,1,0,2016,8,18
Lefty,Darktooth,0,1,2016,8,18
JKJ,Darktooth,0,1,2016,8,18
Darktooth,JKJ,1,0,2016,8,18
Able Unable,Fla$h,0,1,2016,8,21
Malt,Gator,1,0,2016,8,21
Paradox,TSE,0,1,2016,8,21
Angel,Jaaj,0,1,2016,8,21
Troy,Storm,0,1,2016,8,21
Scientific,Daky,0,1,2016,8,21
Codi,Fla$h,1,0,2016,8,21
EVL | Chompsky,Walz,1,0,2016,8,21
JKJ,Malt,1,0,2016,8,21
9000,TSE,0,1,2016,8,21
Subtle,Jaaj,1,0,2016,8,21
Face,K8a,1,0,2016,8,21
Beerman,Storm,1,0,2016,8,21
Coinchaser,Daky,1,0,2016,8,21
Codi,EVL | Chompsky,1,0,2016,8,21
JKJ,TSE,1,0,2016,8,21
Subtle,Face,1,0,2016,8,21
Beerman,Coinchaser,0,1,2016,8,21
Codi,JKJ,1,0,2016,8,21
Subtle,Coinchaser,1,0,2016,8,21
Codi,Subtle,1,0,2016,8,21
Daky,Able Unable,1,0,2016,8,21
K8a,Gator,1,0,2016,8,21
Jaaj,Paradox,0,1,2016,8,21
9000,Angel,1,0,2016,8,21
Walz,Troy,1,0,2016,8,21
Fla$h,Scientific,1,0,2016,8,21
Storm,Daky,1,0,2016,8,21
K8a,Paradox,1,0,2016,8,21
Malt,9000,0,1,2016,8,21
Walz,Fla$h,1,0,2016,8,21
TSE,Storm,1,0,2016,8,21
EVL | Chompsky,K8a,1,0,2016,8,21
Beerman,9000,1,0,2016,8,21
Face,Walz,1,0,2016,8,21
TSE,EVL | Chompsky,0,1,2016,8,21
Beerman,Face,1,0,2016,8,21
Coinchaser,EVL | Chompsky,1,0,2016,8,21
JKJ,Beerman,0,1,2016,8,21
Coinchaser,Beerman,1,0,2016,8,21
Subtle,Coinchaser,1,0,2016,8,21
Codi,Subtle,1,0,2016,8,21
Jorge,Troy,1,0,2016,8,25
syko,KPO,1,0,2016,8,25
TechmasterTech,Malt,0,1,2016,8,25
Ferret,Deku Lamp,1,0,2016,8,25
SB,Able Unable,1,0,2016,8,25
Wild,Dimach,1,0,2016,8,25
Kuba,Juice,1,0,2016,8,25
Uhaul,Gator,1,0,2016,8,25
Animal,Jorge,1,0,2016,8,25
Bubbles,syko,0,1,2016,8,25
FunkDoctor,Malt,1,0,2016,8,25
Face,Ferret,1,0,2016,8,25
Darktooth,SB,1,0,2016,8,25
Dr lobster,Wild,0,1,2016,8,25
Coinchaser,Kuba,1,0,2016,8,25
Kurt Cobain,Uhaul,1,0,2016,8,25
Animal,syko,1,0,2016,8,25
FunkDoctor,Face,1,0,2016,8,25
Darktooth,Wild,1,0,2016,8,25
Coinchaser,Kurt Cobain,0,1,2016,8,25
Animal,FunkDoctor,1,0,2016,8,25
Darktooth,Kurt Cobain,1,0,2016,8,25
Animal,Darktooth,1,0,2016,8,25
Uhaul,Troy,1,0,2016,8,25
Kuba,KPO,1,0,2016,8,25
Dr lobster,TechmasterTech,1,0,2016,8,25
SB,Deku Lamp,1,0,2016,8,25
Ferret,Able Unable,1,0,2016,8,25
Malt,Dimach,1,0,2016,8,25
Bubbles,Juice,1,0,2016,8,25
Jorge,Gator,1,0,2016,8,25
Uhaul,Kuba,1,0,2016,8,25
Dr lobster,SB,1,0,2016,8,25
Ferret,Malt,0,1,2016,8,25
Bubbles,Jorge,1,0,2016,8,25
Face,Uhaul,0,1,2016,8,25
syko,Dr lobster,0,1,2016,8,25
Coinchaser,Malt,1,0,2016,8,25
Wild,Bubbles,0,1,2016,8,25
Uhaul,Dr lobster,1,0,2016,8,25
Coinchaser,Bubbles,1,0,2016,8,25
Kurt Cobain,Uhaul,1,0,2016,8,25
FunkDoctor,Coinchaser,0,1,2016,8,25
Kurt Cobain,Coinchaser,1,0,2016,8,25
Darktooth,Kurt Cobain,1,0,2016,8,25
Animal,Darktooth,1,0,2016,8,25
Deku Lamp,Chill Tim,1,0,2016,8,28
Animal,Deku Lamp,1,0,2016,8,28
FunkDoctor,BabyBird,0,1,2016,8,28
Kaeon,Qwop,1,0,2016,8,28
Equal,Wild,1,0,2016,8,28
Codi,Gator,1,0,2016,8,28
Coinchaser,Walz,1,0,2016,8,28
Vortex,ATK Fox,1,0,2016,8,28
Nerd,Bubbles,1,0,2016,8,28
Animal,BabyBird,1,0,2016,8,28
Kaeon,Equal,1,0,2016,8,28
Codi,Coinchaser,0,1,2016,8,28
Vortex,Nerd,1,0,2016,8,28
Animal,Kaeon,1,0,2016,8,28
Coinchaser,Vortex,0,1,2016,8,28
Animal,Vortex,1,0,2016,8,28
Bubbles,Chill Tim,1,0,2016,8,28
ATK Fox,Bubbles,0,1,2016,8,28
Walz,Gator,1,0,2016,8,28
Wild,Qwop,1,0,2016,8,28
FunkDoctor,Deku Lamp,1,0,2016,8,28
Equal,Bubbles,1,0,2016,8,28
BabyBird,Walz,1,0,2016,8,28
Nerd,Wild,0,1,2016,8,28
Codi,FunkDoctor,1,0,2016,8,28
Equal,BabyBird,1,0,2016,8,28
Wild,Codi,0,1,2016,8,28
Coinchaser,Equal,0,1,2016,8,28
Kaeon,Codi,1,0,2016,8,28
Equal,Kaeon,0,1,2016,8,28
Vortex,Kaeon,0,1,2016,8,28
Animal,Kaeon,1,0,2016,8,28
